DRE;CODESC;TIPOESC;NOMESC;DIRETORIA;SUBPREF;CEU;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CODCIE;EH;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_FUNC;DT_AUTORIZA;NOME_ANT;T2D3D;T2D3D15;T2D3D14;T2D3D13;T2D3D12;T2D3D11;T2D3D10;T2D3D09;T2D3D08;T2D3D07;DTURNOS;DTURNOS15;DTURNOS14;DTURNOS13;DTURNOS12;DTURNOS11;DTURNOS10;DTURNOS09;DTURNOS08;DTURNOS07;LATITUDE;LONGITUDE;REDE;DATABASE 
G;019248;EMEI;WILSON REIS SANTOS;GUAIANASES;GUAIANASES;;RUA FRANCISCO DE SOUTOMAIOR;14;JARDIM LOURDES;08452430;29633379;29638426;;Ativa;96;LAJEADO;9603;35280884;280884;161078122000000;03/09/2002;42352;02/09/2002;24/04/2003;08/05/2007;GUAIANASES;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;-23527862;-46392827;DIR;28/02/2017
BT;019249;EMEF;DAISY AMADIO FUJIWARA, PROFA.;BUTANTA;BUTANTA;;RUA AMARALINA;141;JARDIM ARPOADOR;05565090;37820687;37820977;;Ativa;65;RAPOSO TAVARES;6503;35281438;281438;161079132000000;11/01/2003;42788;10/01/2003;13/08/2008;13/08/2008;JARDIM JOAO XXIII;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23595554;-46787957;DIR;28/02/2017
MP;019250;EMEI;LAURA DA CONCEICAO PEREIRA QUINTAES, PROFA.;SAO MIGUEL;ITAIM PAULISTA;;RUA LOURENCO FRANCO DO PRADO;131;JARDIM NELIA;08142230;25610577;;25615553;Ativa;36;ITAIM PAULISTA;3610;35282327;282327;161077175000000;23/01/2003;42801;22/01/2003;21/05/2003;08/05/2007;JARDIM NELIA;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;-23510160;-46379780;DIR;28/02/2017
CL;019251;EMEF;CASARAO;CAMPO LIMPO;CAMPO LIMPO;;RUA MAJOR JOSÉ MARIOTO FERREIRA;101;PARAISÓPOLIS;05662020;35071974;37499133;;Ativa;83;VILA ANDRADE;8302;35282376;282376;161072172000000;12/02/2003;42846;11/02/2003;24/04/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23613154;-46723022;DIR;28/02/2017
FO;019252;EMEI;JOSE ROBSON COSTA DE ARAUJO, BOMBEIRO;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA MONSENHOR PAULO FERNANDES DE BARROS;S/N;JARDIM CACHOEIRA;02762100;39835772;39833434;39833434;Ativa;29;FREGUESIA DO O;2907;35282285;282285;161070144000000;12/02/2003;42847;11/02/2003;18/09/2008;18/09/2008;JARDIM CACHOEIRA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23481372;-46677116;DIR;28/02/2017
PJ;019253;EMEI;JOAO PAULO II, PAPA;PIRITUBA;PIRITUBA;;RUA PAULO ARENTINO;870;CONJUNTO CITY JARAGUÁ;02998140;39496814;;39496899;Ativa;42;JARAGUA;4205;35282297;282297;161071125000000;26/02/2003;42.910;26/02/2003;22/05/2003;08/05/2007;CITY JARAGUA I;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;-23434387;-46735605;DIR;28/02/2017
CS;019254;EMEF;AYRTON OLIVEIRA SAMPAIO, PROF.;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA JÚLIA MAMEIA;200;JARDIM SANTA FÉ (ZONA SUL);04859100;55274609;55272829;;Ativa;30;GRAJAU;3004;35282397;282397;161075151000000;27/03/2003;43.023;27/03/2003;25/04/2003;08/05/2007;JARDIM SANTA FE;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MT;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23765132;-46703538;DIR;28/02/2017
PJ;019255;EMEI;ZELIA GATTAI;PIRITUBA;PIRITUBA;;RUA HENRIQUE SALVATORI;21;CONJUNTO CITY JARAGUA;02998260;39281568;;;Ativa;42;JARAGUA;4205;35282303;282303;161071122000000;28/03/2003;43.028;27/03/2003;22/05/2003;08/05/2007;CITY JARAGUA IV;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;-23437011;-46736200;DIR;28/02/2017
CL;019256;EMEI;GEORGE SAVALLA GOMES - CAREQUINHA;CAMPO LIMPO;CAMPO LIMPO;;RUA LUZIA PINHATTA ANDREATTI;48;JARDIM AURÉLIO;05857370;58218174;58241029;;Ativa;19;CAPAO REDONDO;1901;35282479;282479;161072159000000;18/04/2003;43.106;17/04/2003;03/10/2003;08/05/2007;JARDIM AURELIO;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;-23658005;-46781644;DIR;28/02/2017
SA;019257;EMEF;ALDO DA TOFORI, PE;SANTO AMARO;CIDADE ADEMAR;;RUA MIGUEL FLETA;167;PARQUE DOROTEIA;04474240;56736117;56733430;56736117;Ativa;58;PEDREIRA;5803;35282480;282480;161073153000000;24/04/2003;43.123;23/04/2003;21/05/2003;08/05/2007;VILA GUACURI;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;MIVN;-23702020;-46639831;DIR;28/02/2017
CS;019258;EMEI;GRAJAU;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA ALBA VALDEZ;101;JARDIM REIMBERG;04845200;59253271;59397978;;Ativa;30;GRAJAU;3002;35283605;283605;161075146000000;30/05/2003;43.281;29/05/2003;31/10/2003;;;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;-23750751;-46696515;DIR;28/02/2017
IP;019259;EMEI;CARLOS EDUARDO DE CAMARGO ARANHA, DR.;IPIRANGA;IPIRANGA;;RUA DO BOQUEIRÃO;107;SAÚDE;04293000;50734333;50733107;50734333;Ativa;27;CURSINO;2702;35233936;233936;161068100000000;24/11/1998;37.716;24/11/1998;01/03/1999;13/03/2001;JARDIM DA SAUDE;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23620770;-46618581;DIR;28/02/2017
SA;019260;CEU EMEF;PAULO GONCALO DOS SANTOS, PROF.;SANTO AMARO;CIDADE ADEMAR;ALVARENGA;ESTRADA DO ALVARENGA;3752;BALNEARIO SAO FRANCISCO;04474340;56722520;56722516;56722522;Ativa;58;PEDREIRA;5805;35056571;056571;161073500000200;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;ALVARENGA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MT;MT;MT;MT;MT;MT;MTN;-23704976;-46644493;DIR;28/02/2017
IQ;019261;CEU EMEF;PAULO GOMES CARDIM, PROF. DR.;ITAQUERA;ITAQUERA;ARICANDUVA;RUA OLGA FADEL ABARCA;S/N;JARDIM SANTA TERESINHA;03572020;27237527;27237532;;Ativa;24;CIDADE LIDER;2406;35056716;056716;161076500000200;07/02/2003;42.832;06/02/2003;27/08/2003;04/09/2009;ARICANDUVA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23570402;-46503103;DIR;28/02/2017
BT;019262;CEU EMEF;BUTANTA;BUTANTA;BUTANTA;BUTANTA;AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA;1870;JARDIM ESMERALDA;05588001;37324530;;;Ativa;67;RIO PEQUENO;6704;35056996;056996;161079500000200;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTG;MTG;MT;MT;MT;MT;MT;MT;MT;-23582405;-46750786;DIR;28/02/2017
CS;019263;CEU EMEF;CIDADE DUTRA;CAPELA DO SOCORRO;CAPELA DO SOCORRO;CIDADE DUTRA;AVENIDA INTERLAGOS;7350;INTERLAGOS;04777000;56681927;56681932;;Ativa;23;CIDADE DUTRA;2302;35057125;057125;161075500000200;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23710910;-46704661;DIR;28/02/2017
G;019264;CEU EMEF;INACIO MONTEIRO;GUAIANASES;CIDADE TIRADENTES;INACIO MONTEIRO;RUA BARAO BARROSO DO AMAZONAS;S/N;COHAB INACIO MONTEIRO;08472721;25189020;25189023;;Ativa;25;CIDADE TIRADENTES;2501;35057332;057332;161078520000200;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23569860;-46411474;DIR;28/02/2017
G;019265;CEU EMEF;JAMBEIRO;GUAIANASES;GUAIANASES;JAMBEIRO;AVENIDA JOSÉ PINHEIRO BORGES;60;JARDIM HELENA;08420092;29602036;29602041;;Ativa;96;LAJEADO;9608;35057551;057551;161078500000200;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTNG;MTNG;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23538692;-46422915;DIR;28/02/2017
IP;019266;CEU EMEF;MENINOS;IPIRANGA;IPIRANGA;MENINOS;RUA BARBINOS;111;SAO JOAO CLIMACO;04240110;29452534;29452535;29452536;Ativa;68;SACOMA;6801;35057666;057666;161068500000200;07/02/2003;42.832;06/02/2003;27/08/2003;03/04/2009;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MTN;-23621213;-46583072;DIR;28/02/2017
CL;019267;EMEF;MARIA RITA DE CASSIA PINHEIRO SIMOES BRAGA, PROFA.;CAMPO LIMPO;CAMPO LIMPO;;RUA MARIA CALLAS;30;PARQUE LIGIA;05857530;58214121;;58214104;Ativa;19;CAPAO REDONDO;1901;35233948;233948;161072161000000;08/12/1998;37.742;08/12/1998;08/02/1999;07/11/1992;JARDIM AURELIO;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MTNG;MTNG;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23659108;-46783317;DIR;28/02/2017
MP;019269;CEU EMEF;PARQUE SAO CARLOS;SAO MIGUEL;SAO MIGUEL;PARQUE SAO CARLOS;RUA CLAREAR;643;JARDIM SÃO CARLOS (ZONA LESTE);08062590;20454218;20454220;20454220;Ativa;87;VILA JACUI;8705;35057836;057836;161077500000200;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MTN;MTN;MTN;MTN;MTN;-23509742;-46473642;DIR;28/02/2017
PJ;019271;CEU EMEF;PERA MARMELO;PIRITUBA;PIRITUBA;PERA MARMELO;RUA PERA-MARMELO;226;JARDIM SANTA LUCRECIA;05185420;39483950;39483948;;Ativa;42;JARAGUA;4203;35058002;058002;161071500000200;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23436432;-46750336;DIR;28/02/2017
PJ;019272;CEU EMEF;PERUS;PIRITUBA;PERUS;PERUS;RUA BERNARDO JOSÉ DE LORENA;S/N;VILA FANTON;05203200;39158730;39158732;;Ativa;61;PERUS;6102;35058075;058075;161071520000200;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23406065;-46751656;DIR;28/02/2017
SM;019274;CEU EMEF;CANDIDA DORA PINO PRETINI, PROFA;SAO MATEUS;SAO MATEUS;SAO RAFAEL;RUA CINIRA POLÔNIO;100;CONJUNTO PROMORAR RIO CLARO;08395320;27521004;27521007;;Ativa;75;SAO RAFAEL;7504;35072230;072230;161080540000200;17/09/2003;43.802;16/09/2003;08/09/2004;;SAO RAFAEL;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23620144;-46456550;DIR;28/02/2017
CL;019275;EMEF;FRANCISCO REBOLO;CAMPO LIMPO;CAMPO LIMPO;;RUA CATARINENSES;200;VILA ANDRADE;05728050;37442024;;37442714;Ativa;83;VILA ANDRADE;8301;35233961;233961;161072168000000;08/12/1998;37.743;08/12/1998;10/02/1999;13/03/2001;JARDIM INGA;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23632348;-46741554;DIR;28/02/2017
CS;019276;CEU EMEF;TRES LAGOS;CAPELA DO SOCORRO;CAPELA DO SOCORRO;TRES LAGOS;ESTRADA DO BARRO BRANCO;S/N;JARDIM NORONHA;04853015;59765630;59765632;;Ativa;30;GRAJAU;3006;35058452;058452;161075540000200;07/02/2003;42.832;06/02/2003;27/08/2003;18/03/2010;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23767742;-46680572;DIR;28/02/2017
PJ;019277;CEU EMEF;VILA ATLANTICA;PIRITUBA;PIRITUBA;VILA ATLANTICA;RUA CORONEL JOSÉ VENÂNCIO DIAS;840;JARAGUÁ;05160030;39018725;39018721;39018729;Ativa;95;SAO DOMINGOS;9501;35058185;058185;161071540000200;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTNG;MTNG;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23480865;-46762501;DIR;28/02/2017
MP;019278;CEU EMEF;VILA CURUCA;SAO MIGUEL;ITAIM PAULISTA;VILA CURUCA;AVENIDA MARECHAL TITO;3400;ITAIM PAULISTA;08115000;25636112;25636116;25636113;Ativa;84;VILA CURUCA;8404;35058212;058212;161077540000200;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTNG;MTNG;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23495583;-46412269;DIR;28/02/2017
SA;019279;CEU EMEI;ALVARENGA;SANTO AMARO;CIDADE ADEMAR;ALVARENGA;ESTRADA DO ALVARENGA;3752;BALNEARIO SAO FRANCISCO;04474340;56722515;56722512;;Ativa;58;PEDREIRA;5805;35056583;056583;161073500000300;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23704976;-46644493;DIR;28/02/2017
IQ;019280;CEU EMEI;ARICANDUVA;ITAQUERA;ITAQUERA;ARICANDUVA;RUA OLGA FADEL ABARCA;S/N;JARDIM SANTA TERESINHA;03572020;27211097;;;Ativa;24;CIDADE LIDER;2406;35056881;056881;161076500000300;07/02/2003;42.832;06/02/2003;27/08/2003;04/09/2009;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;INTEGR;INTEGR;MT;MT;MT;MT;MT;MT;MT;-23570402;-46503103;DIR;28/02/2017
BT;019281;CEU EMEI;BUTANTA;BUTANTA;BUTANTA;BUTANTA;AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA;1870;JARDIM ESMERALDA;05588001;37324520;;;Ativa;67;RIO PEQUENO;6704;35057022;057022;161079500000300;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23582405;-46750786;DIR;28/02/2017
CL;019283;EMEF;JOSE BLOTA JUNIOR, DEP.;CAMPO LIMPO;M'BOI MIRIM;;RUA RENÉ CASTERA;601;CHÁCARA DA ENSEADA;04963160;58968080;58965577;;Ativa;43;JARDIM ANGELA;4307;35233959;233959;161072189000000;17/02/1999;37.817;17/02/1999;26/04/1999;13/03/2001;JARDIM HORIZONTE AZUL;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MTN;MTN;MTN;-23750480;-46776771;DIR;28/02/2017
G;019284;CEU EMEI;INACIO MONTEIRO;GUAIANASES;CIDADE TIRADENTES;INACIO MONTEIRO;RUA BARAO JOAQUIM DO AMPARO;S/N;CIDADE TIRADENTES;08472725;25189011;25189012;;Ativa;25;CIDADE TIRADENTES;2501;35057484;057484;161078520000300;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23569860;-46411479;DIR;28/02/2017
G;019285;CEU EMEI;THERESINHA SQUINCA DA SILVA, PROFA;GUAIANASES;GUAIANASES;JAMBEIRO;AVENIDA JOSÉ PINHEIRO BORGES;60;JARDIM HELENA;08420092;29602025;29602021;;Ativa;96;LAJEADO;9608;35057575;057575;161078500000300;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;JAMBEIRO;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23538692;-46422915;DIR;28/02/2017
CS;019287;CEU EMEI;NAVEGANTES;CAPELA DO SOCORRO;CAPELA DO SOCORRO;NAVEGANTES;RUA MARIA MOASSAB BARBOUR;S/N;CANTINHO DO CEU;04849503;59765506;59765507;;Ativa;30;GRAJAU;3013;35057733;057733;161075520000300;07/02/2003;42.832;06/02/2003;15/09/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23743913;-46660248;DIR;28/02/2017
MP;019289;CEU EMEI;ANTON MAKARENKO;SAO MIGUEL;ITAIM PAULISTA;PARQUE VEREDAS;RUA DANIEL MULLER;347;CHÁCARA DONA OLÍVIA;08141290;25636224;25636221;;Ativa;36;ITAIM PAULISTA;3609;35057903;057903;161077520000300;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;PARQUE VEREDAS;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23513365;-46389651;DIR;28/02/2017
PJ;019290;CEU EMEI;PERA MARMELO;PIRITUBA;PIRITUBA;PERA MARMELO;RUA PERA-MARMELO;226;JARDIM SANTA LUCRECIA;05185420;39483922;39483923;;Ativa;42;JARAGUA;4203;35058051;058051;161071500000300;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23436432;-46750336;DIR;28/02/2017
CS;019291;EMEF;VARGEM GRANDE;CAPELA DO SOCORRO;PARELHEIROS;;RUA BEIJA-FLOR;1;COLÔNIA (ZONA SUL);04895280;59204004;59204003;;Ativa;55;PARELHEIROS;5510;35233973;233973;161075175000000;17/02/1999;37.818;17/02/1999;18/02/1999;13/03/2001;;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;MIVN;MIVN;-23861385;-46712619;DIR;28/02/2017
SM;019293;CEU EMEI;SAO MATEUS;SAO MATEUS;SAO MATEUS;SAO MATEUS;RUA CURUMATIM;201;PARQUE BOA ESPERANCA;08341240;27328133;27328129;27328129;Ativa;33;IGUATEMI;3307;35058166;058166;161080520000300;07/02/2003;42.832;06/02/2003;24/04/2006;25/06/2010;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23603501;-46449181;DIR;28/02/2017
CS;019295;CEU EMEI;TRES LAGOS;CAPELA DO SOCORRO;CAPELA DO SOCORRO;TRES LAGOS;ESTRADA DO BARRO BRANCO;S/N;JARDIM NORONHA;04853015;59765621;59765622;;Ativa;30;GRAJAU;3006;35058464;058464;161075540000300;07/02/2003;42.832;06/02/2003;25/09/2003;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23767742;-46680572;DIR;28/02/2017
PJ;019296;CEU EMEI;VILA ATLANTICA;PIRITUBA;PIRITUBA;VILA ATLANTICA;RUA CORONEL JOSE VENANCIO DIAS;840;JARAGUA;05160030;39018736;;;Ativa;95;SAO DOMINGOS;9501;35058191;058191;161071540000300;07/02/2003;42.832;07/02/2003;08/05/2007;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23480870;-46762501;DIR;28/02/2017
MP;019297;CEU EMEI;APPARECIDO DOMINGUES, PROF.;SAO MIGUEL;ITAIM PAULISTA;VILA CURUCA;AVENIDA MARECHAL TITO;3400;ITAIM PAULISTA;08115000;25636129;25636122;25636132;Ativa;84;VILA CURUCA;8404;35058257;058257;161077540000300;07/02/2003;42.832;06/02/2003;27/08/2003;08/05/2007;VILA CURUCA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23495583;-46412269;DIR;28/02/2017
SM;019299;CEU EMEI;ROSA DA CHINA;SAO MATEUS;SAPOPEMBA;ROSA DA CHINA;RUA CLARA PETRELA;113;JARDIM SÃO ROBERTO;03978500;27012330;27012333;;Ativa;76;SAPOPEMBA;7606;35058117;058117;161080500000300;07/02/2003;42.832;06/02/2003;27/08/2003;19/02/2011;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23621567;-46500775;DIR;28/02/2017
CS;019300;EMEI;JOSE LA TORRE, PROF.;CAPELA DO SOCORRO;PARELHEIROS;;RUA ANTONIO MARCONDES BOETA;30;JARDIM ALADIM;04883210;59208156;59260850;;Ativa;55;PARELHEIROS;5505;35002276;002276;161075172000000;12/07/2003;43.451;11/07/2003;17/02/2004;08/05/2007;JARDIM ALADIM;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;-23808774;-46735736;DIR;28/02/2017
G;019301;EMEI;MARIA APARECIDA LARA COIADO, PROFA;GUAIANASES;GUAIANASES;;RUA GENERAL ROCHA CALADO;S/N;VILA MARILENA;08411330;20165605;;20165606;Ativa;31;GUAIANASES;3101;35058518;058518;161078116000000;04/03/2003;43.706;03/09/2003;31/10/2003;08/05/2007;VILA PRINCESA ISABEL;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23554297;-46414559;DIR;28/02/2017
CL;019302;CEU EMEI;CASA BLANCA;CAMPO LIMPO;M'BOI MIRIM;CASA BLANCA;RUA JOÃO DAMASCENO;85;VILA DAS BELEZAS;05841160;55195238;55195240;;Ativa;46;JARDIM SAO LUIS;4601;35060549;060549;161072520000300;17/09/2003;43.802;16/09/2003;04/06/2004;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23646711;-46744385;DIR;28/02/2017
CL;019303;CEU EMEF;CASA BLANCA;CAMPO LIMPO;M'BOI MIRIM;CASA BLANCA;RUA JOÃO DAMASCENO;85;VILA DAS BELEZAS;05841160;55195225;55195226;55195227;Ativa;46;JARDIM SAO LUIS;4601;35060331;060331;161072520000200;17/09/2003;43.802;16/09/2003;04/06/2004;08/05/2007;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23646711;-46744385;DIR;28/02/2017
FO;019304;CEU EMEI;PAZ;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;PAZ;RUA DANIEL CERRI;1549;JARDIM PARANÁ;02876170;39863419;;;Ativa;11;BRASILANDIA;1102;35060948;060948;161070500000300;17/09/2003;43.802;16/09/2003;19/02/2004;18/09/2008;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23448137;-46688777;DIR;28/02/2017
CS;019305;EMEF;JOAO DA SILVA;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA CONQUISTA POPULAR;S/N;VILA NASCENTE;04846550;59312828;;59312838;Ativa;30;GRAJAU;3008;35242196;242196;161075132000000;12/05/1999;37.959;12/05/1999;21/06/1999;13/03/2001;JARDIM LUCELIA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MT;MTN;MTN;-23759671;-46679430;DIR;28/02/2017
CL;019307;CEU EMEI;LUIZA HELENA FERREIRA, PROFA;CAMPO LIMPO;CAMPO LIMPO;CAMPO LIMPO;AVENIDA CARLOS LACERDA;678;PIRAJUSSARA;05789000;58434816;58434817;58434821;Ativa;17;CAMPO LIMPO;1706;35060586;060586;161072500000300;17/09/2003;43.802;16/09/2003;11/03/2004;08/05/2007;CAMPO LIMPO;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23636846;-46779455;DIR;28/02/2017
CL;019308;CEU EMEF;HERMES FERREIRA DE SOUZA;CAMPO LIMPO;CAMPO LIMPO;CAMPO LIMPO;AVENIDA CARLOS LACERDA;678;PIRAJUSSARA;05789000;58434808;58434803;;Ativa;17;CAMPO LIMPO;1706;35060562;060562;161072500000200;17/09/2003;43.802;16/09/2003;11/03/2004;08/05/2007;CAMPO LIMPO;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23636846;-46779450;DIR;28/02/2017
PE;019309;EMEI;FERNANDO SABINO;PENHA;PENHA;;RUA OLHO DAGUA DO BORGES;290;VILA SILVIA;03820000;25470113;25470113;25455990;Ativa;18;CANGAIBA;1803;35102416;102416;161074134000000;20/01/2004;44.291;19/01/2004;19/02/2004;08/05/2007;GLEBA DO CANGAIBA;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;-23496927;-46506225;DIR;28/02/2017
G;019310;CEU CEI;SILVANA APARECIDA TOBIAS, PROFA.;GUAIANASES;GUAIANASES;LAJEADO;RUA MANUEL DA MOTA COUTINHO;293;LAJEADO;08451420;21539852;33976979;;Ativa;96;LAJEADO;9601;35121708;121708;161078540000100;13/05/2004;44.731;12/05/2004;26/05/2004;08/05/2007;JARDIM SOARES II;2D;2D;;;;;;;;;3D;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23544406;-46400492;DIR;28/02/2017
